user_id,gender,username,origin,age,country,geolife,income,length_of_trip,social_state,agreeableness
4f4e03b9-be88-4945-ab2c-97208b0d35dd,Female,kristinajones,Other regions,21,France,growing peri-urban,Average,short-term,Family,0.5
bfec2863-be37-4689-9b33-76b1254d039f,Male,davidcolon,Normandie,16,France,urban middle class,Low,short-term,Couple,0.30000000000000004
37ddda51-2653-413d-b2b2-d7e33b9ad29d,Male,jerryedwards,Normandie,30,France,dynamic urban,High,short-term,Couple,0.9
28bd6dc3-70b2-41b4-a54f-7b908efb9c1e,Female,andreaphillips,Normandie,50,France,popularity,Low,long-term,Alone,0.9
b997bfd5-1100-4bb1-b5ec-1c9111ed7560,Male,travisbarrett,Normandie,15,France,growing peri-urban,Average,short-term,Couple,0.8
3139b7a4-8f33-4688-a520-d361125e6706,Female,nancywilliams,Foreigner,17,Canada,growing peri-urban,Average,long-term,Alone,0.9
c83ba6fd-6bd7-4da2-9307-1203a17d0121,Male,stevereed,Other regions,16,France,urban middle class,Average,short-term,Couple,0.9
300506d9-47fb-484c-b9e0-c768e210f5c0,Male,brianthompson,Other regions,15,France,affluent family urban,Low,short-term,Couple,0.6000000000000001
c565cb4b-bd66-4c97-afa4-faf36cda2401,Female,kimedwards,Other regions,65,France,popularity,Low,short-term,Couple,0.2
8467677e-a9c6-4c7a-8504-6e8f4f1c2aa0,Male,thomasbarnes,Other regions,24,France,growing peri-urban,Average,short-term,Alone,0.1
d5c777e9-488d-423e-aee9-e1b05eec231a,Male,matthewbyrd,Normandie,17,France,dynamic urban,High,short-term,Family,0.8
a45f6588-d393-4416-a222-6ead0e0091d3,Female,denisewilson,Normandie,51,France,growing peri-urban,Average,long-term,Alone,0.9
dca16949-f02d-4e76-8497-12f967978f11,Female,andreadaugherty,Other regions,15,France,disadvantaged urban,Low,short-term,Alone,0.5
6b804cd8-b61b-47f3-89df-9624ab992b33,Female,christinewilliams,Normandie,17,France,popularity,Low,short-term,Family,0.5
9d068e96-2944-4b46-87ac-63222f3d0160,Male,danielbell,Normandie,44,France,dynamic urban,High,short-term,Family,0.7000000000000001
092f8d30-12f8-4399-bd76-cad92386ab7e,Male,nicholasramos,Normandie,50,France,dynamic urban,High,short-term,Couple,0.30000000000000004
155d41f7-2cb4-4770-b8fe-d89c5f856a44,Male,williamnash,Foreigner,15,Western Europe,affluent family urban,High,short-term,Family,0.8
a7f904e5-1147-4385-be56-38316826a8a8,Female,amywise,Other regions,79,France,dynamic rural,Average,long-term,Couple,0.30000000000000004
1de04a21-63c9-43e9-bdec-634d9c6e8dc2,Female,reneehartman,Normandie,25,France,urban middle class,Low,short-term,Alone,0.1
9054e8dc-6d0c-47a1-8553-b459ab983f94,Male,dominicbishop,Foreigner,41,Western Europe,secondary residence,Average,long-term,Alone,0.9
6a2ed978-9eb7-4c5f-bd60-267beb678bf3,Female,meganhughesmd,Foreigner,59,Western Europe,popularity,Low,short-term,Family,0.7000000000000001
4f498907-b7c4-4772-a279-6052f502daff,Male,robertramirez,Foreigner,34,Western Europe,dynamic rural,Average,short-term,Group,0.8
4f9b1492-f006-4e03-909e-9966e6bf8708,Female,jeansheppard,Other regions,56,France,popularity,Low,long-term,Alone,0.30000000000000004
2b70471d-1217-484c-8287-be530b94d083,Female,tammyhall,Foreigner,35,Western Europe,traditional rural,Low,short-term,Alone,0.4
c4c45bf8-3b8e-4f1a-9cf4-7eb89b65a1a9,Male,anthonywade,Normandie,27,France,rural worker,High,short-term,Family,0.5
032eb669-92c3-43d9-a5a2-e511e1dea7dc,Female,karenwoods,Normandie,55,France,secondary residence,Average,short-term,Couple,0.1
f812dffb-d7b3-4759-927e-d97e4d5d00af,Female,christinagoodman,Normandie,19,France,traditional rural,Low,long-term,Alone,0.30000000000000004
e149b3bd-f479-437b-ab47-a9078cd87327,Male,richardthompson,Other regions,65,France,dynamic urban,High,short-term,Couple,0.1
ca7f3437-308a-4503-ab74-1b6c8f576af2,Male,drewwilliams,Normandie,59,France,popularity,Low,short-term,Couple,0.8
ca5a091d-b5b4-413a-b582-9910f5c5ba6c,Female,anneberry,Normandie,50,France,affluent family urban,High,short-term,Family,0.9
54fb7335-a1e0-4069-a105-c8ad2eadac66,Male,robertowhitney,Foreigner,16,USA,growing peri-urban,Average,short-term,Alone,0.30000000000000004
b937755e-7f50-4c04-b4eb-26f3350bf8e8,Female,christinecox,Other regions,30,France,affluent family urban,High,short-term,Family,0.2
278825a7-9f66-4d43-b03e-72dc64f4e7af,Male,johnhill,Other regions,48,France,dynamic rural,Average,long-term,Alone,0.9
23ee20e8-bdb8-45bd-9897-bc3491645456,Female,sarahrivera,Other regions,74,France,growing peri-urban,Average,long-term,Family,0.5
8c33fee9-9c13-420b-9351-5f339ea51e22,Male,jonathanalvarado,Normandie,17,France,growing peri-urban,Average,short-term,Family,0.9
ec04b004-20f2-45c7-b6fb-9ebf8ced8db9,Male,donaldvilla,Other regions,59,France,dynamic urban,Average,short-term,Alone,0.30000000000000004
958e4a3f-7975-4019-859b-0c4fd1a3ed15,Female,melissagomez,Foreigner,38,Asia,wealthy family suburbanite,High,short-term,Family,0.30000000000000004
a43b4073-2372-4b61-8d45-b5b0ea76b5e7,Female,emilymcclain,Foreigner,38,Western Europe,dynamic urban,Low,short-term,Alone,0.30000000000000004
9188a461-4e0e-4ff4-b956-bfc4e1311fd9,Male,jamesreynolds,Foreigner,25,Western Europe,popularity,Low,short-term,Couple,0.7000000000000001
68118953-796d-451d-bed7-6b9da4ceb871,Female,angelagarcia,Other regions,73,France,traditional rural,Low,short-term,Alone,0.2
af6562c8-0b38-423f-839a-3ddf8e03cadd,Male,michaelhunt,Foreigner,34,Western Europe,dynamic rural,Average,short-term,Couple,0.2
fe0c7d58-f670-457b-8474-257bd775316b,Female,wandamartin,Other regions,54,France,wealthy family suburbanite,High,long-term,Alone,0.7000000000000001
ac2262c8-4894-4aa2-bcb8-dac3f29a69f5,Female,carolynosborne,Normandie,26,France,dynamic urban,Average,short-term,Family,0.5
fb2f3ffa-1d73-4fa6-826d-425382176dab,Female,karenreed,Other regions,21,France,traditional rural,Low,short-term,Alone,0.6000000000000001
5bb3501c-7985-41ff-ae1a-79bb35fc9436,Female,courtneycarter,Normandie,32,France,popularity,Low,short-term,Alone,0.1
4fe9eacd-f7b2-4253-a774-8c6b3aab4bcd,Male,samuelsmith,Other regions,57,France,growing peri-urban,Average,short-term,Couple,0.6000000000000001
eae3e19a-5924-447c-b72a-6750c4ecfd1f,Male,joshuaduarte,Other regions,17,France,affluent family urban,High,short-term,Couple,0.4
4c4fae0a-fa7b-4083-8680-293f6026daed,Female,melissagonzalez,Other regions,65,France,affluent family urban,High,short-term,Alone,0.9
83ca4a0e-c5be-457a-a68e-607031eab2e6,Male,jakepark,Normandie,17,France,dynamic urban,High,short-term,Family,0.7000000000000001
4edbe801-c0fe-45a8-bd43-1675eb5d8d68,Male,josedavenport,Normandie,14,France,wealthy family suburbanite,High,short-term,Alone,0.2
b50834ac-6fcf-4782-8863-afb8482e533b,Female,briannaroberts,Normandie,52,France,wealthy family suburbanite,High,short-term,Couple,0.9
f27f8083-e4b9-4145-9304-3538d817d80f,Female,jilljacobson,Other regions,17,France,popularity,Low,short-term,Alone,0.9
0ecd487b-5800-497d-91ac-0681967557b5,Male,jasonhurst,Foreigner,39,Germany,dynamic urban,High,short-term,Couple,0.6000000000000001
be488944-1511-4c7f-b09d-2825c9b06e22,Male,markcarroll,Foreigner,15,USA,popularity,Low,short-term,Couple,0.30000000000000004
e4f275c8-26df-49f4-b1ca-9cce02df0dfc,Female,monicagonzales,Other regions,73,France,dynamic urban,High,short-term,Group,0.2
6497f699-5c69-4515-892f-e17250964eb5,Male,joshuabyrd,Foreigner,66,Western Europe,dynamic urban,High,short-term,Alone,0.6000000000000001
6242265e-38bb-4cce-ae58-98b416faafd8,Female,madisonlloyd,Normandie,53,France,rural worker,Low,short-term,Couple,0.8
b988bc83-df00-4bef-b55e-3f13758c1d8f,Female,sandraellis,Normandie,15,France,popularity,Low,short-term,Couple,0.1
a376fbc4-283b-4ea7-92a6-8acdaba76889,Female,pamelarodriguez,Foreigner,39,Western Europe,popularity,Low,short-term,Alone,0.7000000000000001
60ff85f2-9ce9-47fc-8eff-521bcd490467,Male,mikeromero,Normandie,38,France,dynamic rural,Average,short-term,Group,0.4
bf92e1d8-6c31-4a80-9329-07c22eb0a115,Female,melanieschroeder,Other regions,40,France,urban middle class,Average,short-term,Alone,0.7000000000000001
877182c1-9667-4c76-a48b-91612e98c5d2,Female,cynthiaayers,Foreigner,62,Western Europe,urban middle class,Average,short-term,Couple,0.1
3c3a6faf-f399-41b2-a032-193c87d0e3ba,Female,paulajones,Other regions,57,France,dynamic rural,Average,long-term,Couple,0.30000000000000004
2bf55f93-e633-4e0e-9932-a44d8d6e5b81,Female,melissaharrison,Foreigner,20,Canada,traditional rural,Low,short-term,Couple,0.5
6fe24717-d38a-4dbc-b0b5-6a8addb091cb,Male,scottwells,Foreigner,31,Asia,dynamic urban,Average,short-term,Couple,0.30000000000000004
de986bd7-22e1-4ca6-9f8a-4f2cbde0bf4f,Female,lisaoneal,Normandie,63,France,dynamic urban,High,long-term,Family,0.9
9a95c903-ccbb-477f-93a0-4768d0636552,Male,davidluna,Normandie,69,France,dynamic urban,High,short-term,Couple,0.6000000000000001
6c081cd4-24eb-4a47-a1cc-b2f806b746b6,Female,carolynjohnson,Foreigner,68,Western Europe,growing peri-urban,Average,long-term,Couple,0.7000000000000001
e09e8476-89f7-461c-92a3-4ef7f437f9ee,Female,dianajohnson,Other regions,57,France,dynamic urban,High,short-term,Family,0.2
