user_id,gender,username,origin,age,country,geolife,income,length_of_trip,social_state,agreeableness,place_id,place_type,rating
063cffa5-db1b-4be1-a038-d5c7ef94729e,Male,jameshall,Normandie,31,France,popularity,Average,long-term,Couple,0.8,ChIJYcOYB9jd4EcRRzc8JNW1D3E,cultural,5
1b57b013-1b67-4331-b20f-4f3284b4b6d4,Female,brittanyhuber,Normandie,17,France,traditional rural,Low,short-term,Couple,0.9,ChIJd6kQQxbc4EcRzVsoxTKV8tc,entertainment,5
57aa975a-bf6d-43e6-b5af-ab496d058844,Female,gabriellaguerrero,Normandie,35,France,dynamic urban,Low,short-term,Couple,0.8,ChIJiXMyQtjd4EcRmWIWR4-5ZrQ,cultural,5
f5c62973-0d9e-4395-a95a-035175be3719,Female,jessicalucas,Other regions,68,France,dynamic urban,High,short-term,Family,0.30000000000000004,LLbviS75VmZ6PgmrerW-iA,nature,3
c50d9e8c-79e1-4db2-9da2-94aef46d725b,Male,josephsullivan,Foreigner,33,Western Europe,urban middle class,Average,short-term,Family,0.6000000000000001,ChIJMUoKhX7e4EcRv6yqWXBFfJs,nature,5
c83b5d66-01c1-46c2-a3ed-e27c6d829450,Female,deniseferrell,Normandie,16,France,dynamic urban,High,short-term,Family,0.6000000000000001,ChIJr0WWENfd4EcR1suGkgujNpg,cultural,5
05d80821-343f-4dd1-a6ac-ca0a1979bab0,Female,julieschmidt,Other regions,15,France,affluent family urban,High,short-term,Family,0.6000000000000001,Vme4macIyDeNSSLzvEL25w,food,5
b0f2d423-e4e5-4a61-8b23-eee102027f65,Male,alanfowler,Other regions,21,France,dynamic urban,High,short-term,Family,0.5,ChIJNzsLqRLe4EcRvW1a9aBKDtM,nature,4
c5cfcb58-df20-4eb7-a77b-5f2523b9a2f1,Female,kellycarter,Normandie,78,France,dynamic urban,High,short-term,Family,0.4,ChIJrUsbxZ_d4EcRywgbADqLyNY,nature,5
77c7f9d6-3d15-4148-9857-613febd7fd1d,Male,stevenfoster,Normandie,29,France,popularity,Low,short-term,Alone,0.1,ChIJrcY4NwXf4EcR5UbfaXadtB0,nature,5
638219ec-3a75-44df-89da-5714ca2f3c84,Male,scottalvarado,Other regions,22,France,affluent family urban,High,long-term,Couple,0.4,ChIJw3lUeYbe4EcRBz5VY5e9La8,night_life,3
c537771a-9c25-4633-9181-b2c192bb21a6,Male,anthonyhernandez,Other regions,18,France,traditional rural,Low,long-term,Family,0.30000000000000004,ChIJlQFTaZ7d4EcRnrD2EN9P024,nature,5
9994fda3-2524-4657-ba71-8effdbe52f6a,Male,johnadkins,Normandie,17,France,dynamic urban,High,short-term,Family,0.2,ChIJSygU9VPf4EcRqW6ZekgpnX8,cultural,3
f98b7960-6935-40be-9d08-3bf3cb612a37,Male,dereklewis,Normandie,28,France,growing peri-urban,Average,short-term,Couple,0.4,ChIJ_zBXev_d4EcROCXqJ4YrixU,nature,3
e60bb49d-4593-4728-a433-649cffab5dc8,Female,melissalopez,Other regions,36,France,traditional rural,Low,short-term,Couple,0.2,ChIJV1-Xc_zd4EcRa2p6PugMusA,entertainment,3
0de9c6a9-8636-4a6b-85df-7387519d49f5,Male,michaeljones,Normandie,79,France,dynamic urban,High,short-term,Couple,0.6000000000000001,ChIJdfea1dDd4EcRaHBRGwpgv8I,cultural,5
87c056c4-aa16-4946-8e77-dd162fa05906,Female,victoriayoder,Other regions,31,France,urban middle class,Average,short-term,Couple,0.6000000000000001,ChIJ1d_zZdjd4EcRN_UOvEzRXbU,night_life,3
22d86dc8-2222-450b-b62c-1e03789f69f6,Female,kathleenwang,Normandie,21,France,traditional rural,Low,long-term,Alone,0.4,ChIJX5WTJtfd4EcRGLD_y3QAqso,accommodation,2
a98d944a-9bd4-4363-a253-66d2c55dac49,Female,samanthacordova,Normandie,14,France,rural worker,High,long-term,Couple,0.2,ChIJpftIXE3f4EcRzeNi2Kx_Zn4,nature,5
f7ab1799-2c84-4766-bf12-4a18134d7ea8,Male,joshuaking,Foreigner,52,Germany,urban middle class,Average,short-term,Couple,0.9,X1Tti1o8W4hqZYkjKyyrNg,night_life,5
1354c0d0-5922-42c2-b780-a8a9d5af09f0,Male,edwardstrong,Foreigner,31,Belgium,dynamic rural,Average,short-term,Couple,0.5,ChIJZSkjq3be4EcRcY3LncGrElQ,nature,4
71c671a3-b458-4112-825a-3c8a2f1adc67,Female,ashleehayes,Other regions,24,France,traditional rural,Low,short-term,Group,0.2,ChIJRcEAIr3d4EcRBPC121hLoFU,cultural,3
8d7eb897-f6b3-4e33-9507-79c685ea2fb8,Male,kristopherweber,Normandie,61,France,popularity,Low,short-term,Alone,0.4,ChIJzSbJTaPd4EcRmmEQx4nqc1A,food,5
5e49d359-e714-4bb8-9f76-bc75d493e556,Female,adrianadaydvm,Normandie,14,France,dynamic urban,High,short-term,Alone,0.7000000000000001,ChIJsY-xy93d4EcRVZRyr48B1PQ,night_life,5
b8fc7665-bdca-44cd-b702-178e821d97a3,Female,jenniferjordan,Normandie,50,France,growing peri-urban,Average,short-term,Family,0.8,ChIJnUn3MIPg4EcRC0F372sV1IY,nature,5
5e50037c-19c9-4507-b5d5-2e64d8d54f85,Male,williamward,Other regions,25,France,popularity,Low,short-term,Couple,0.4,ChIJe9Sgryjc4EcRU0PPEEiG1Gc,entertainment,3
d22a10f6-f8cb-4772-9b4f-c6aa628bf3c0,Female,cheyennegray,Other regions,76,France,wealthy family suburbanite,Average,short-term,Alone,0.5,ChIJHTqAwHXe4EcRm0zTJy45tWU,shopping,5
6d300146-9f39-4fc0-af63-65dead830979,Female,kelliunderwood,Foreigner,21,Western Europe,popularity,Low,short-term,Family,0.6000000000000001,ChIJR3c2ahze4EcRhdQY66dHnpY,nature,5
9655753a-f591-4b1f-975a-f37ed27f7231,Male,alexanderoliver,Normandie,75,France,dynamic urban,High,short-term,Couple,0.30000000000000004,ChIJ86RPKy3c4EcRdcNrs0J6Pxk,cultural,5
b7160a81-7fc9-4e7f-9db0-3c3dff9a7b9c,Female,karencoffey,Normandie,29,France,dynamic rural,Average,short-term,Family,0.2,ChIJkTyvndDd4EcRwUa26ez79bw,accommodation,2
04d81703-ea53-40b0-ac77-9a68adf086c7,Male,josephmedina,Other regions,47,France,urban middle class,Average,long-term,Family,0.5,369ScFJRx7T3JaUbQrf6qg,nature,4
66d360a5-a284-42c2-a9ba-af6c0534fc90,Female,jennifertaylor,Normandie,49,France,dynamic rural,Average,long-term,Couple,0.1,ChIJKaym4fzd4EcRPLLp_ie0-wE,night_life,3
2e8ff4ff-d457-4502-8998-a1bc166b1e96,Female,michelebaird,Normandie,32,France,dynamic urban,High,long-term,Family,0.5,ChIJB7TTw-Td4EcRc9PfTilte5M,entertainment,4
d2226615-11d9-4062-9206-392d232c6c3d,Female,valeriearcher,Other regions,56,France,rural worker,High,long-term,Family,0.6000000000000001,ChIJZSkjq3be4EcRcY3LncGrElQ,nature,5
57be7cb7-b557-41bc-8443-8017f5309aee,Female,julieknox,Foreigner,50,Germany,urban middle class,Average,short-term,Couple,0.30000000000000004,ChIJNaQAoVHb4EcR0DcC7etYqu4,food,3
1973c1f7-9af0-4863-b8fd-b792a606f36d,Male,jeffreybaker,Foreigner,53,Western Europe,wealthy family suburbanite,High,short-term,Alone,0.2,ChIJaeNVo5Dd4EcR3gHmVj57R3U,cultural,5
e7d48bc9-ba1f-446b-b46f-735de7ca60a3,Female,melissaharris,Normandie,53,France,popularity,Low,long-term,Couple,0.8,ChIJ15qh0ynd4EcRayS_VamcAcs,food,5
30f662be-d7b9-4f51-be47-2a755dad2380,Female,sarahjones,Foreigner,15,Western Europe,affluent family urban,Low,short-term,Family,0.6000000000000001,ChIJlQFTaZ7d4EcRnrD2EN9P024,nature,5
f8667a27-ccab-4425-808f-117af6b363fb,Female,lisawise,Foreigner,14,Asia,dynamic urban,High,short-term,Family,0.5,ChIJKatQ4F7n4EcR5J2aMg7tiS8,cultural,3
ce077ab9-381f-4353-8aaa-92827952d37e,Male,luisdavisphd,Normandie,25,France,dynamic urban,High,short-term,Family,0.7000000000000001,ChIJUy9Dmd7d4EcRss4IqQwu9-M,night_life,5
dc50b033-8ba5-42f3-ac1c-54868e7db813,Female,deborahmeyer,Foreigner,49,Western Europe,wealthy family suburbanite,Low,short-term,Alone,0.5,ChIJbwcH-vfd4EcRf8KtJyUzU2c,night_life,4
1dc7af47-a1fd-417e-bd74-033f9094b6a4,Male,danieltorres,Foreigner,54,USA,traditional rural,Low,short-term,Family,0.9,ChIJQcLauHje4EcR_A4sMV6wjVc,cultural,5
a342dea1-9f50-4ee8-b994-5bd56b5e696e,Male,aaronhaynes,Other regions,24,France,urban middle class,Low,short-term,Alone,0.7000000000000001,bZ28noLEkAiK0qsER8EbDw,night_life,5
424a1a9c-6d9c-4914-aa5d-adea92393865,Female,cherylsmith,Normandie,15,France,wealthy family suburbanite,High,short-term,Couple,0.1,ChIJT0eo1nje4EcRE2bUP-IckCA,shopping,3
86e3ab2c-5416-49af-b037-9aaa278db239,Female,nancylee,Other regions,49,France,dynamic rural,Average,short-term,Family,0.1,ChIJM7D-SRPe4EcRknxCTrlivBA,nature,3
a050d39d-4f72-4259-99ee-2c37f973f8fe,Male,michaelphillips,Foreigner,74,USA,dynamic urban,High,short-term,Couple,0.5,ChIJOW00m9jd4EcRbA6bUf017lU,food,4
68007aae-ce13-408a-9791-96c030fb4dd9,Female,jennifersoto,Foreigner,63,Belgium,affluent family urban,High,short-term,Couple,0.5,ChIJ4Z40aDHn4EcRFk-iG8lRrlA,cultural,5
329723c5-2d6b-4ddd-b5e4-21321393d8ef,Male,johnconway,Other regions,15,France,popularity,Low,long-term,Alone,0.6000000000000001,ChIJ-St7zdnd4EcRZ6VayyTIqbw,night_life,5
e5d79b8a-fd74-408f-b43e-ad75dd0f1582,Male,justinortiz,Other regions,61,France,dynamic urban,High,long-term,Couple,0.8,ChIJn1D2t4De4EcRfWWrdUvBZY0,nature,5
253e1011-9e05-4d69-a820-ff302af19bb3,Male,ryanlara,Foreigner,27,Western Europe,wealthy family suburbanite,High,short-term,Family,0.30000000000000004,vv6QtLp1XlI7fBSpplOoeg,food,3
2a39ab39-af03-4301-a26c-eddb7c54a721,Male,patrickhayes,Other regions,25,France,urban middle class,Low,short-term,Alone,0.9,ChIJn1d6CNjd4EcRiOtct1BW1Kw,night_life,5
d7f9867a-3421-4713-8027-5cbb7265bcc8,Female,lauralee,Normandie,65,France,rural worker,Low,short-term,Family,0.7000000000000001,ChIJZV8HS-Hd4EcR4h20WDUuiWU,night_life,3
fe0a0659-0a95-46db-be82-c4cc3d78cc48,Male,cameroncrawford,Foreigner,17,Western Europe,dynamic urban,High,short-term,Family,0.5,ChIJe8LhyX_e4EcRAHRsvDGofzk,food,4
49c184a5-5499-438b-a1c5-897dc3af6508,Female,rebekahlewis,Normandie,21,France,growing peri-urban,Average,long-term,Alone,0.4,ChIJJcV8S2rc4EcRK3vfJT7f-Ek,nature,3
aea19d3d-397e-4212-aab5-4721d9427747,Male,robertanderson,Other regions,75,France,wealthy family suburbanite,High,short-term,Family,0.1,ChIJsY-xy93d4EcRVZRyr48B1PQ,night_life,3
4a79988d-8bae-47de-9691-309457056d86,Male,brandonhughes,Other regions,76,France,traditional rural,Low,long-term,Alone,0.7000000000000001,ChIJL7NiKsLf4EcRZjv_TwEoeH0,nature,5
37eea5d1-db3a-410c-862e-de9161b14017,Female,alexandriacain,Normandie,56,France,dynamic urban,High,short-term,Alone,0.6000000000000001,ChIJj2jlAojd4EcR44w17HKpQGE,sport,5
fc38fcc3-ee52-4699-a7a9-6f45263bb89b,Female,elizabethparks,Other regions,74,France,dynamic urban,Average,long-term,Couple,0.6000000000000001,ChIJ-WsFWHXe4EcRFr8f-ttDB0E,accommodation,4
6cb2dd73-a511-4aea-b3f0-731260e99622,Male,adrianjones,Other regions,31,France,dynamic rural,Average,long-term,Couple,0.8,ChIJMYcXUCrf4EcRtujGmMhL_xE,cultural,5
